	cl	ACO1.output_1	AFF4.output_1	ANXA11.output_1	ARNTL.output_1	Arnt..Ahr	BAT4.output_1	BATF..JUN	BOLL.output_1	BRCA1	Bcd_Cell_FBgn0000166	Bcl6	Bsh_Cell_FBgn0000529	C15_SOLEXA_FBgn0004863	C2orf52.output_1	CAT.output_1	CBFA2T2.output_1	CENTG1.output_1	CG13424_SOLEXA_FBgn0034520	CG7928_SANGER_10_FBgn0039740	CKMT1B.output_1	CNOT6.output_1	COBRA1.output_1	CREB1.output_1	CSTF2.output_1	CTCF	DIS3.output_1	DNMT3A.output_1	DTL.output_1	E2F6	E5_Cell_FBgn0008646	EBF1	EBF1.output_1	ECSIT.output_1	EGR1	EGR2	ELF2.output_1	ELK4	ESR1	ETFB.output_1	ETS1	ETS1.output_1	ETV4.output_1	EWSR1.FLI1	Eip74EF_FlyReg_FBgn0000567	En1	Erg	Ets1	Exex_SOLEXA_FBgn0041156	FAM127B.output_1	FIP1L1.output_1	FLI1	FLI1.output_1	FOXD1	FOXO3	FOXP4.output_1	Fer1_SANGER_5_FBgn0037475	GABPA	GATA2	GATA3	GIT2.output_1	GLYCTK.output_1	GOT1.output_1	GRHL1.output_1	GTF2B.output_1	GTF2H3.output_1	GTF3C2.output_1	GTF3C5.output_1	GTPBP1.output_1	GTPBP6.output_1	H1FX.output_1	H2AFZ.output_1	HHAT.output_1	HIF1A..ARNT	HIST1H2BN.output_1	HIST2H2AB.output_1	HIST2H2BE.output_1	HLH54F_da_SANGER_5_FBgn0022740	HTATIP2.output_1	Hand1..Tcfe2a	Hoxc9	Hr46_SANGER_5_FBgn0000448	IRF1	IRF1.output_1	Inv_Cell_FBgn0001269	LARP1.output_1	LAS1L.output_1	Lbe_SOLEXA_FBgn0011278	Lbl_Cell_FBgn0008651	MBTPS2.output_1	MCTP2.output_1	MDM2.output_1	MEF2A	MLX.output_1	MORG1.output_1	MTHFD1.output_1	Mafb	Myb	NFATC2	NFATC3.output_1	NFATC4.output_1	NFE2L2	NNT.output_1	NRF1	OTUD4.output_1	PCK2.output_1	PHTF1.output_1	PITX1.output_1	POLE3.output_1	PPP2R3B.output_1	PRDM1	PRNP.output_1	PTCD1.output_1	PTPMT1.output_1	RAB14.output_1	RAB2A.output_1	RARA.output_1	RBM3.output_1	RBM35A.output_1	REST	RIOK2.output_1	RNASEH2C.output_1	RORA_2	SCAND2.output_1	SCMH1.output_1	SEMA4A.output_1	SFT2D1.output_1	SLC18A1.output_1	SMAP1L.output_1	SMPX.output_1	SOX10	SOX13.output_1	SPAG7.output_1	SPI1	SREBF1	SRF	STAT1	STAT2..STAT1	STAT3	STAU2.output_1	STUB1.output_1	SUCLG1.output_1	Sox15_SANGER_5_FBgn0005613	Spi1	T	TAF1A.output_1	TAF9.output_1	TAGLN2.output_1	TAL1..GATA1	TAL1..TCF3	TBP	TBPL1.output_1	TCEAL2.output_1	TCEAL6.output_1	TCF3.output_1	TCF7L2	TEAD1	TEAD1.output_1	TFAM.output_1	TFAP2A	TFAP2A.output_1	TFAP2C	TFAP2C.output_1	TFE3.output_1	TFEB.output_1	TGIF1.output_1	TGIF2LX.output_1	THAP1	THAP5.output_1	THRA.output_1	THRAP6.output_1	TIA1.output_1	TIMELESS.output_1	TIMM44.output_1	TIMM8A.output_1	TLX1..NFIC	TMSL3.output_1	TOB2.output_1	TP53	TP63	TP73.output_1	TPI1.output_1	TPPP.output_1	TRIM21.output_1	TRIM69.output_1	TRIP10.output_1	TRMT1.output_1	TROVE2.output_1	TSC22D4.output_1	TSN.output_1	TSNAX.output_1	TULP1.output_1	Tal1..Gata1	Tcf12	Tcf3	Tcfcp2l1	Trl_FlyReg_FBgn0013263	Tup_SOLEXA_FBgn0003896	UBE2V1.output_1	UTP18.output_1	Ubx_Cell_FBgn0003944	Vis_SOLEXA_FBgn0033748	WISP2.output_1	XRCC1.output_1	YEATS4.output_1	YY1	ZBTB12.output_1	ZBTB25.output_1	ZBTB33	ZBTB4.output_1	ZBTB46.output_1	ZMAT2.output_1	ZMAT4.output_1	ZNF160.output_1	ZNF192.output_1	ZNF385.output_1	ZNF695.output_1	ZNF720.output_1	ZNF76.output_1	ZSWIM1.output_1	Zfx	ase_da_SANGER_10_FBgn0000137	brZ2_FlyReg_FBgn0000210	btd_NAR_FBgn0000233	byn_FlyReg_FBgn0011723	cwo_SANGER_5_FBgn0259938	dTCF	dl_NBT_FBgn0000462	dsf_SANGER_5_FBgn0015381	eg_SANGER_5_FBgn0000560	h_SANGER_5_FBgn0001168	her_SOLEXA_10_FBgn0001185	klu_SANGER_10_FBgn0013469	prd_SOLEXA_5_FBgn0003145	run_Bgb_NBT_FBgn0003300	sens_SOLEXA_5_FBgn0002573	tgo_ss_SANGER_5_FBgn0015014	toy_FlyReg_FBgn0019650	wor_SOLEXA_2_5_FBgn0001983	peaks_ets1.bed	peaks_heb.bed	peaks_ikzf1.bed	peaks_p5424_H3K4me2.bed	peaks_p5424_Pol2.bed	peaks_runx1.bed	peaks_tcf7.bed
mm9_chr13_68708860_68709061_+	1	0.0152262723750317	0.0161023482907317	0	0	0	0	0	0.0540013393790569	0	0.0155183403369115	0.0425268992586182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0150821743853038	0.0159582503010037	0.0340591068382296	0	0.0174559119709738	0	0	0.0304525447500635	0	0	0	0	0.018884975210667	0.0366393843442044	0.0149690244990423	0	0	0	0.0373564094834116	0	0	0.020522083266708	0.0210774726688411	0	0	0.0299823708033209	0.0193336151626526	0	0	0	0.0170160020068815	0.0199004975124378	0.0186304850492373	0	0	0	0	0	0	0	0	0.0157586621258396	0	0	0	0	0	0	0	0.0612873570279822	0	0	0.0151055331972858	0.0150821743853038	0	0	0	0	0	0	0	0.0176000099607017	0	0	0	0	0	0.0172563237958097	0.0161399260911816	0	0	0	0	0	0	0	0	0.0152262723750317	0.0656848846474548	0	0	0	0.0157271189515559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0162567474635673	0	0.0149690244990423	0	0.0171936913216404	0	0	0	0	0	0	0.0314366107593254	0	0.0399717812377109	0.0308180655843355	0	0.0651475284210481	0.0150362009687122	0.0150362009687122	0.0149470885840918	0	0.0186304850492373	0	0	0	0	0	0	0	0	0.0149690244990423	0	0	0	0	0	0.0161023482907317	0.0528754836186199	0	0.0373218380408478	0	0	0	0.0481305174734525	0.0156960296516704	0	0	0	0	0.015013575955027	0	0	0	0	0	0	0.024308739540762	0.0187539854657797	0	0.0154346910881073	0	0	0.0176000099607017	0	0	0	0	0	0.0150590654049766	0	0	0.0158561524545132	0.0337087907333031	0	0.0165567270749467	0	0	0	0	0	0	0.015013575955027	0	0	0	0	0	0	0	0	0.0176000099607017	0	0.0151530223410979	0	0	0	0	0	0	0.0199222129622012	0	0.0222314481739191	0.0169598775769826	0	0	0	0	0.0171328233792672	0.030736784192277	0	0	0	0	0	0	0.0176000099607017	0.0187539854657797	0.2039801	5.651741294	0.2039801	2.497512438	0.186093047	1.133333334	3.62
mm9_chr13_85647224_85647571_+	1	0	0.0267744381528074	0	0.0299721476115608	0	0	0	0.00897264920699573	0.0105987916578273	0	0.0179379318882393	0	0	0	0	0	0.00953833982700716	0	0.0107917218873104	0	0.00964492070958114	0	0	0.0126131144368937	0	0.0193217661431308	0.00889390820638698	0.0111062592631751	0.0189270092442029	0	0	0	0	0.0428850910572058	0.0133667785705545	0	0.0235748013384961	0	0	0.0177574749718958	0.00995945808544589	0	0	0.00900558713719971	0	0.0364415436997536	0.0283725411889333	0	0	0.0401821048966167	0.026627024543449	0.0215379271544961	0.00982402130539914	0.0095641462899839	0.0107240530231907	0.0108632595925698	0.0216476408775347	0.010431667891321	0.0214954473551106	0	0	0	0.00898900982051645	0	0	0	0	0.00922380245114242	0	0	0	0	0	0	0	0	0.00979233431893959	0	0	0	0	0.0191282925799678	0.00939376746543446	0	0.0105987916578273	0.0407792737994357	0	0	0	0	0	0.0119385230650396	0.0192720448436275	0	0	0.0232908277099649	0.00907418343308624	0.02846336842653	0.00988990857617581	0.00988990857617581	0	0	0.00872297448530346	0	0	0.0107917218873104	0	0	0.00884893681350348	0.0190478237565416	0	0.022324674336236	0	0	0.0101948184498589	0.0228161804890016	0	0.0203047766298579	0	0.00868365494447768	0.00924382798415489	0.00905667868463611	0.0185865332648226	0.0293337960471639	0	0.0377886491498528	0	0.00982402130539914	0	0	0	0.00926417914982488	0.0406062201842116	0.00979233431893959	0.00930590198374022	0.00959049608664058	0.0234700794523457	0.0114080902445008	0	0	0.0307432422811352	0	0.0291784978000239	0	0	0	0	0.00959049608664058	0	0	0	0	0.0184081845879891	0	0.0220068819023281	0.00964492070958114	0.0196587857592687	0.0381767089954243	0	0	0	0.0121256723645583	0.0278298157841128	0	0	0.0272758094523263	0	0.0087363603788071	0	0	0	0	0.0215834437746207	0	0.0100331010378159	0	0.0199189161708918	0	0	0	0	0	0.0100716138953317	0.00877739910824402	0	0.0093272968485218	0.0196729750909136	0	0.0584699020480161	0.02063732250508	0.00939376746543446	0.010484934190151	0.0237473549144391	0.0183768031977006	0	0.0100716138953317	0	0.00874989098747679	0	0.00865811183113098	0.0187536570313289	0.00898900982051645	0.0180903921540812	0	0	0.010484934190151	0.0289487532311528	0	0	0.00985653142185357	0	0.029927976726725	0.00916557943647876	0	0	0.00912821638989557	0.0121667110939953	0.0200662020756318	0.0117911094556811	0.018300506668791	0.00909193648410877	0	0.0197018456721326	0	0	0.0505643613755512	0.00895649970406202	0.0120474238168822	0	0	0.00995945808544589	0.024993201918195	0	0.00937121606050086	0	0	0	0.00928486671359181	5.708933718	9.798270893	2.276657061	14.08645533	34.262	25.51666667	8.775
mm9_chr13_97735001_97735184_+	1	0	0.0346091913630881	0.0173086944660861	0.0172740486844959	0	0	0	0	0	0	0	0	0	0.0189536671199877	0	0	0	0	0	0.0180384152768524	0	0	0	0.0165656669477927	0.023860828111587	0	0	0.0346629888203014	0	0	0	0	0.0169830896027843	0	0	0.0192507035261221	0.0176861858275249	0.0177274598050684	0	0.0187529960433498	0	0.020334679776214	0	0	0.019097541102077	0.017044734468411	0.0198812686556416	0	0	0	0.0193311584814265	0	0	0.0164413875645219	0	0.019414436987201	0.0165913233478385	0	0.0181352937848329	0	0	0	0	0	0	0.0377697481491773	0	0.01959030957393	0	0	0	0	0	0	0.01839634723727	0.0191728869189384	0.0191728869189384	0	0.0196833879307539	0	0	0.0241541879966295	0	0.020334679776214	0	0	0	0	0	0	0	0	0	0	0	0	0.0210594096411025	0	0	0	0	0	0	0	0	0	0	0	0	0.0171403122397789	0.0186280622566858	0	0.0168072170160553	0	0	0	0.0181852576069086	0	0.0202129508433662	0	0.0175279142650369	0	0	0	0	0	0	0	0	0.0190245139897383	0	0	0	0	0	0	0.0356632080498697	0	0	0.0165151715557986	0	0.0196833879307539	0	0	0.0166434835549764	0	0	0.0171080233894482	0.0362176213873494	0	0	0	0	0.0198812686556416	0	0	0	0	0	0	0	0.0166968159991794	0	0	0	0.0172399014206871	0	0	0	0	0.0207425137559786	0	0.0165913233478385	0.0174157740074161	0	0	0	0	0	0	0	0.01839634723727	0	0	0.0183417886530809	0	0.0172062385315898	0	0	0.0188180191214902	0	0	0	0.0171080233894482	0	0	0	0.0202129508433662	0.01823629600174	0	0	0	0	0	0	0.0397625373112831	0	0	0	0	0	0	0	0	0	0	0.0377028931960789	0.0178122257404686	0	0	0	0	0	0.0170761679596082	0	0	0	0.0207425137559786	0	0	0.0166434835549764	0	0	0	0	0	0	0	4.092896175	0.726775956	1.366120219	5.546448087	3.237129485	0.595297649	3.641312336
mm9_chr14_20861174_20861357_+	1	0.0171080233894482	0	0	0	0	0	0	0	0	0	0.0198812686556416	0	0	0.0225406488339251	0	0	0	0	0	0	0	0.01959030957393	0.0180863602184234	0.01839634723727	0	0.0172062385315898	0	0.0176456174227205	0	0	0	0	0	0.0222716978903722	0.0229544232270296	0	0.0198812686556416	0	0	0	0.0188848740745887	0	0.0178122257404686	0.0356252361375455	0	0.0210594096411025	0.0205986397738892	0	0.0205986397738892	0.0164657282280533	0.0205986397738892	0.0210594096411025	0	0.0202129508433662	0	0	0.0204629917753918	0.0220047658273241	0.0252447473130513	0	0	0	0	0.0170137118843034	0	0	0.0197802664387344	0	0	0	0.0202129508433662	0	0	0	0	0.0543218925880746	0.042822625400164	0	0.0172062385315898	0.0190245139897383	0.0470947733192034	0	0	0	0	0	0	0	0.0180863602184234	0.0167513745833685	0	0.016835638839475	0	0	0.0166434835549764	0	0	0	0.0169230055355631	0.0166968159991794	0.0352796731959418	0	0	0	0	0.0204629917753918	0	0	0	0	0	0.0180384152768524	0	0	0	0	0	0	0	0.0164657282280533	0	0.0477774986558607	0	0	0	0	0	0	0	0	0	0.0182884562088779	0.0220047658273241	0.0175665036338209	0	0.0170761679596082	0	0	0	0	0	0	0.0188848740745887	0.0168072170160553	0	0	0.0205986397738892	0	0.0168935244870019	0	0	0	0	0	0.0164903211309313	0.0207425137559786	0.0223874864098801	0	0	0.0184521896699568	0	0	0.0175665036338209	0	0	0	0.0172740486844959	0	0.0181852576069086	0	0	0	0	0	0.0392740626395242	0	0	0.0393843071631608	0	0	0	0.0204629917753918	0	0	0	0	0.0172062385315898	0.017343853537154	0	0	0.0235997746591498	0.0180863602184234	0.0174525684481755	0.0207425137559786	0	0	0	0.0169830896027843	0	0	0	0	0	0	0.0196833879307539	0	0	0.0435332035219292	0	0	0	0	0	0	0	0	0.0202129508433662	0	0	0.0170761679596082	0	0	0	0.016835638839475	0.021631733960884	0	0.0164413875645219	0	0	0.0388373648381649	0	0.0247956393557434	0	0.0184521896699568	0	0.0197802664387344	0	0	0.726775956	2.672131148	1.240437158	3.398907104	24.536	12.93166667	14.25666667
mm9_chr14_32383565_32383748_+	1	0.01823629600174	0.0365133151094931	0	0	0	0.0169528574246424	0	0.0362644154104254	0	0	0	0	0	0	0	0	0	0	0.0541539098977671	0	0.0178122257404686	0	0	0.0363705152138173	0.0174899423527127	0.0370286587231845	0	0	0	0	0	0.017900131860105	0	0.017044734468411	0	0	0.0359984015883986	0	0	0.016835638839475	0	0	0.0558666088043315	0.016835638839475	0.0170137118843034	0.0378909673206892	0.0198812686556416	0	0.0179914198027435	0	0.0193311584814265	0	0	0.0182884562088779	0.0239166705442738	0	0.0340274237686068	0.0166172601512509	0.0181352937848329	0.0164172940185926	0	0	0	0	0	0	0	0	0	0	0.0361325373791865	0	0	0	0	0	0.0187529960433498	0	0	0	0	0	0.01959030957393	0	0.0168072170160553	0	0	0	0	0.0167513745833685	0	0.016835638839475	0	0	0	0	0.0195007444581476	0.0200971623238584	0.0169230055355631	0.0166968159991794	0.0177694643332995	0	0	0	0	0	0.03679269447454	0	0.0349144253383067	0.0193311584814265	0	0	0.0168072170160553	0	0	0	0	0	0	0	0	0	0	0	0	0.0165402849530071	0	0	0	0	0	0	0	0	0	0	0.0172399014206871	0	0.0187529960433498	0.0165151715557986	0	0	0	0	0.0174525684481755	0	0.0165402849530071	0.01959030957393	0	0	0.0174157740074161	0	0	0	0	0	0	0	0.0164657282280533	0.0193311584814265	0	0	0.0166434835549764	0	0	0.0172399014206871	0.0180384152768524	0	0.0181852576069086	0	0	0	0	0	0	0	0.0205986397738892	0	0	0	0.0405981260115743	0	0.0171080233894482	0	0	0	0	0.0234559006770605	0.0165151715557986	0.0350558285300737	0	0.0180863602184234	0.0196833879307539	0	0	0	0	0.0172062385315898	0	0	0	0	0	0.0176456174227205	0	0	0.035291234845441	0	0	0	0	0	0.0347590826716736	0	0	0.0187529960433498	0	0	0	0.0167239385102808	0.020334679776214	0	0	0	0	0.020334679776214	0.0169830896027843	0	0.01839634723727	0	0	0	0	0.0422088967204102	0	0	0	0.0220301478221096	1	4.426229508	0.393442623	9.016393443	53.25889706	50.41666667	37.14039216
mm9_chr14_45775279_45775462_+	1	0.01823629600174	0	0	0.0530391274047675	0	0	0	0.0192507035261221	0	0	0	0.0200971623238584	0	0	0	0	0	0	0.0178557718042461	0.0177694643332995	0	0	0.0390475079683001	0	0.0167791315534738	0.0175279142650369	0	0	0	0	0	0	0	0	0	0	0.0573045306859808	0.0191728869189384	0	0	0.0545488797026511	0	0.043812725502516	0.0668829372490535	0	0.0782370013067638	0.0931775783576517	0	0.0171080233894482	0.0164657282280533	0.0929171553768412	0.042118819282205	0.0191728869189384	0.0193311584814265	0	0	0.0549331278258434	0.0176057308722205	0.0218817748929096	0	0	0	0	0	0	0.0188848740745887	0.0184521896699568	0.0167791315534738	0	0	0	0	0	0	0	0	0.0193311584814265	0.0171080233894482	0.0234559006770605	0	0.0355013892269666	0	0	0	0	0	0.0192507035261221	0.0165402849530071	0	0	0	0	0	0	0	0	0	0	0.0169230055355631	0.0176057308722205	0	0	0.0184521896699568	0	0	0	0	0	0.0176456174227205	0	0	0.0192507035261221	0	0	0	0	0	0	0	0	0	0.0174157740074161	0.0329806422618626	0	0	0	0	0	0.0164413875645219	0	0.01959030957393	0	0.0610856996142563	0.0179914198027435	0.0212352822278315	0	0.0171403122397789	0	0	0	0	0	0.0469587968282298	0.0336144340321106	0.0354179566126891	0	0.0205986397738892	0	0	0	0.0185679781894647	0	0	0	0	0	0	0	0.0165913233478385	0	0.0176057308722205	0	0	0	0	0	0	0	0	0	0.020334679776214	0	0	0	0	0	0.0167791315534738	0	0	0	0	0	0	0	0	0.0192507035261221	0	0	0	0.0169528574246424	0	0.0173086944660861	0.0177694643332995	0.0250547904482469	0.0174525684481755	0	0	0	0	0.0165402849530071	0	0	0	0	0.0178122257404686	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196833879307539	0	0.041054661811848	0	0	0	0.0172062385315898	0.016669999963689	0	0.0178557718042461	0	0	0.01823629600174	0	0	0.0208956761800236	0	0.0165656669477927	0	0.0236497384812256	4.092896175	0.513661202	5.732240437	5.519125683	30.086	15.12666667	15.63748428
mm9_chr14_54776757_54776940_+	1	0	0	0	0.0188180191214902	0.0164657282280533	0.0339057148492848	0	0	0	0	0	0	0	0	0	0.019414436987201	0.01959030957393	0	0	0	0.0356244514809372	0	0	0.0167239385102808	0.0173795413358368	0	0	0.016669999963689	0.0174899423527127	0	0	0	0.0196833879307539	0	0	0	0.0178557718042461	0	0	0.016835638839475	0	0	0	0.0164657282280533	0	0.0350831497452633	0.0338275425429767	0	0	0	0.0344394642969885	0	0.0225725042637652	0	0	0	0	0	0	0.0377697481491773	0	0	0	0	0.0164413875645219	0	0	0	0	0	0	0.0165913233478385	0	0.0192507035261221	0	0.0587850129998653	0	0	0	0	0	0	0	0	0.0376360382429805	0	0	0	0.0168644051782311	0	0	0.0174157740074161	0	0	0.0176861858275249	0	0	0	0	0	0	0.0207425137559786	0	0	0	0	0	0	0.0349894709598745	0.0198812686556416	0.0173795413358368	0	0	0	0	0	0	0.0645060635417977	0.0164172940185926	0	0.0193311584814265	0	0	0	0	0.0183417886530809	0	0	0	0	0	0	0	0.0167791315534738	0	0	0	0	0	0	0	0	0	0.0176456174227205	0	0.0186897071223125	0	0	0	0	0	0	0	0	0.0169230055355631	0	0	0	0	0.0385982855602246	0	0.0411276889241867	0.019097541102077	0.0183417886530809	0.0362644154104254	0	0	0	0	0	0.0177694643332995	0	0	0.0504963439134303	0	0	0.0188848740745887	0.0186280622566858	0	0	0	0	0	0	0	0	0	0.016835638839475	0	0	0	0	0	0	0.0171080233894482	0	0	0.0172062385315898	0	0	0	0	0	0	0.017900131860105	0.0198812686556416	0	0.0174525684481755	0.039973522613965	0	0	0	0	0	0.0184521896699568	0	0.0174899423527127	0.0186897071223125	0	0	0	0	0	0	0.0168935244870019	0	0	0	0	0	0	0	0.0164413875645219	0	0.0173795413358368	0	0	0	1.513661202	2.759562842	0.273224044	22.55191257	9.842040073	11.34449275	12.58485507
mm9_chr14_54795277_54795460_+	1	0	0	0	0	0	0	0	0	0	0.0167239385102808	0	0	0	0	0	0.0165913233478385	0	0	0	0	0	0	0	0	0.0205986397738892	0	0	0.0183417886530809	0.0565636737247383	0	0.021631733960884	0.0184521896699568	0.0169830896027843	0	0	0	0.037006083581346	0	0	0	0	0	0.0673757057209064	0	0.0165913233478385	0.0571371489630148	0.0557276361459183	0	0.0174525684481755	0	0.0553619565125025	0	0	0	0	0.0173086944660861	0.0190245139897383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016669999963689	0	0	0	0	0	0.0169830896027843	0.0165151715557986	0	0	0	0.033502749166737	0.034013455547645	0	0	0	0	0	0	0	0	0	0	0.0172740486844959	0	0	0	0.0185093778321326	0	0.0186280622566858	0	0	0.0173795413358368	0	0.0336144340321106	0	0	0	0	0	0	0	0	0	0	0	0.016669999963689	0	0	0	0	0	0.0166172601512509	0	0.033502749166737	0	0	0.0349319397638543	0	0.0165402849530071	0	0	0	0.0187529960433498	0.0381355776007107	0.0177694643332995	0.0196833879307539	0	0	0	0.0414850275119571	0	0	0	0.0360768305537047	0	0	0	0	0.0165151715557986	0	0	0	0	0	0	0	0	0	0	0	0	0.0207425137559786	0	0	0	0	0	0.0365304914973092	0	0	0	0.0208956761800236	0	0	0	0	0	0	0.0357205129140637	0	0.0188180191214902	0	0	0.0403580581087956	0.0391319721817636	0	0	0	0	0	0	0	0.0164413875645219	0	0.0176456174227205	0	0	0	0.0179914198027435	0.01823629600174	0	0	0	0	0.0164657282280533	0.0168935244870019	0	0	0	0	0.0176456174227205	0	0	0	0	0	0	0	0	0	0.0175665036338209	0	0	0	0	0.0195007444581476	0	0	0	1.142076503	0	1.092896175	7.540983607	7.49075188	2.765	7.771666667
mm9_chr14_54847102_54847395_+	1	0	0.0228052445905708	0.0115247464491539	0	0	0	0	0.031878934554548	0	0	0	0	0.0105512456693561	0.0103624988827797	0	0	0.011794989609726	0	0	0	0	0	0.0270212103402169	0.0104453267828716	0.0131531466359105	0.0206612433201386	0	0	0.0402942244700348	0	0	0.01117994583754	0.0106071856563465	0.0236416902913722	0.0137435909433457	0.0106456873983591	0.0105696587474678	0.0113899050113257	0	0	0.0445495769961463	0	0	0	0	0.0224262593572263	0.0136518771331058	0	0.0328225874750416	0.0110983343788184	0.0127806399143232	0.0208571564266794	0.0103786983197232	0.0103950767595927	0	0.0228456979243421	0.0107258276572312	0.0161134689387275	0.038140339683788	0	0	0.0266831276861953	0	0	0	0.0109715705289735	0.032682943188526	0	0	0.0130508830748953	0.0102994155868957	0	0.0381873986752065	0	0	0	0.0321282030271172	0	0	0	0	0	0	0	0	0.0223886634703488	0	0	0.0237863490717886	0.0209249252474842	0	0.0141387969405076	0.0220966125443515	0.0105512456693561	0.0241994674769926	0.0106456873983591	0	0.0105883034426947	0.0222822808496282	0.0221410088866308	0.0116730935269051	0.0244450906544863	0.0241492174537137	0.0102688529839847	0.0104453267828716	0	0.012235585843103	0.0208795331026019	0.0114898687522881	0	0.0116345917848925	0	0.0104973403206079	0.0104453267828716	0	0	0	0.0120234769463493	0.0115970648760138	0	0	0.0106263115181827	0	0	0.0224790614430083	0.0108325092057992	0	0.0230244967962182	0.0163681911854747	0	0.0103786983197232	0.0392736646988185	0.0127806399143232	0.0211676092728384	0.013262991971649	0	0	0	0.0104453267828716	0.0206298730014413	0.0115604646528337	0	0.0222898112657914	0.0216486000588981	0.0244110148152146	0.0233461870538102	0.015250925197808	0	0.0115604646528337	0	0	0	0.0112663139783754	0	0.0258931748666169	0	0.0104797988883471	0.0223886634703488	0	0.0114557929130164	0.0218508696726092	0	0.0235911897003087	0.0281845082671358	0.0131531466359105	0	0.0218872453319336	0	0.0333617429755897	0.0104453267828716	0	0	0	0.0429711792543465	0.0234295813946185	0.0128653620430776	0.0208104205484164	0	0.0127004996554511	0.0104624626237421	0	0.0105883034426947	0.0119278157736522	0	0	0	0	0	0	0.0117532337857772	0.0261955839117346	0.0102840555144497	0.0122937201069214	0.0462519172087834	0.011208179714557	0.011208179714557	0	0	0	0	0	0	0.0138754319070185	0.0215183232160272	0	0.0124173111398717	0.0119278157736522	0	0	0	0.0120234769463493	0	0	0	0	0	0.0126244710045598	0.0118822049833519	0	0.0243053863634771	0.0455002875820371	0	0.0109237523909434	0	0.0422556541616835	0.0258205839452758	0	0	0.0127806399143232	0.034475340677169	0	0.0344278255760467	0.0524421401883825	0.025025757839966	0	0	0	0.0131531466359105	9.812286689	15.21501706	2.470989761	23.40614334	57.154	61.515	58.82666667
mm9_chr14_63559453_63559654_+	1	0.0166031948672559	0	0	0	0	0.0154346910881073	0	0.0180088992949671	0.0182974164441099	0	0	0	0	0	0	0.0169598775769826	0.0151291473018851	0	0	0	0	0.0156960296516704	0	0	0.0154900958946643	0	0	0	0.0158231644997917	0	0.0161399260911816	0	0	0	0	0.0167489131563205	0	0	0	0	0.0152765227576403	0.0162971349771105	0	0	0.0195065609649372	0.0158561524545132	0	0	0	0	0	0	0.018884975210667	0.0200572987634133	0.0154075125025276	0.0159236788584399	0.0160290982567978	0	0	0	0	0	0	0	0.0161399260911816	0.060900457402546	0	0	0	0.0151530223410979	0	0	0	0.0199887003331365	0.0193336151626526	0	0	0.032594269954221	0.0169598775769826	0	0	0	0.0178359534926825	0	0	0	0	0	0	0.0305025029727008	0.0307015823183685	0	0	0	0.0206405057277658	0.0233779602205772	0	0	0	0	0	0	0	0.0170736232633483	0.0149690244990423	0	0.0178359534926825	0	0.041255869770657	0	0.0158231644997917	0	0.0153020931041697	0	0	0	0	0	0.0169051741724977	0	0	0.0180088992949671	0	0	0.0180088992949671	0	0	0.0206405057277658	0.0508452677041397	0	0	0	0	0	0	0.0182974164441099	0	0.0196945637554317	0	0	0	0.0152512514863504	0	0	0	0	0.0313562003820871	0.0213134162008219	0	0.0199887003331365	0	0	0.0328460696085968	0	0.0162171010472923	0	0	0	0	0	0	0	0	0	0	0	0.0176758306898397	0	0	0	0	0	0.0213134162008219	0.0156351617092972	0	0	0.0301181308099532	0.0159236788584399	0	0	0.0151530223410979	0	0.0311519231867565	0	0	0	0	0.0149470885840918	0	0	0	0.0173208261697618	0	0	0	0.0152765227576403	0	0	0	0	0	0	0	0	0.0152015787455215	0	0	0	0	0	0	0.0153020931041697	0	0.0205510859714877	0	0	0	0.0162171010472923	0	0.0518965760581326	0	0.0187539854657797	0	0	0	0	0	0	0	0	0.0150362009687122	0	0	0	0	0	0	0	0.55721393	6.437810945	0.278606965	3.293532338	41.968	33.66	14.535
